Identifier,Company Name,Company Type,Country,Year Founded,Company Status,Stock Exchange,Price,Market Cap (MM) (USD),Number of Employees,Gross Profit (MM) (USD),Net Income (MM) (USD),Earnings Per Share (EPS) (Basic) (USD),Earnings Per Share (EPS) (Diluted) (USD),Common Shares Outstanding (MM),Total Debt (MM) (USD),Cash & Short Term Investments (MM) (USD),Book Value Per Share (BVPS) (MM) (USD),Long Term Debt (MM) (USD),Total Assets (MM) (USD),Free Cash Flow (FCF) (MM) (USD),Capital Expenditures (MM) (USD),Dividend Yield,Price to Earnings (P/E),Return on Equity (ROE),Interest Coverage,Total Debt/EBITDA,Sales Growth
0G0L3Q-E,Chubb Ltd.,Public,Switzerland,1882,Active,NYSE,218.79,96824.20,34000.00,-,"5,313.00",12.66,12.54,414.59,"17,237.00",-,121.90,"15,183.00","179,227.00","10,885.00",0.00,1.49,17.59,9.64,-,-,5.30
000C4B-E,"Analog Devices, Inc.",Public,United States,1965,Active,NASDAQ,167.92,96657.00,26000.00,"6,917.81","3,314.58",6.60,6.55,496.26,"7,373.94",958.06,71.67,"6,262.92","48,794.48","1,877.07","1,261.46",2.08,24.51,9.20,15.95,1.11,2.43
000PZY-E,"Micron Technology, Inc.",Public,United States,1978,Active,NASDAQ,72.58,96603.20,43000.00,"-1,155.00","-5,833.00",-5.34,-5.34,"1,098.00","13,999.00","9,594.00",40.18,"13,655.00","64,254.00","-6,621.00","7,676.00",0.66,-,-12.41,-8.71,5.19,-49.48
0023JS-E,American Tower Corp.,Public,United States,1995,Active,NYSE,190.57,95037.10,6391.00,"4,092.20","1,765.80",3.83,3.82,465.62,"47,051.00","2,140.70",11.97,"41,743.20","67,194.50",-807.80,"1,873.60",2.77,55.52,33.15,2.73,6.65,14.47
001HHK-E,CVS Health Corp.,Public,United States,1963,Active,NYSE,70.25,94226.80,300000.00,"54,614.00","4,149.00",3.16,3.14,"1,300.00","70,732.00","15,867.00",54.63,"67,276.00","236,265.00","10,543.00","2,727.00",2.42,29.72,5.68,7.22,2.53,10.57
09LZGJ-E,"Airbnb, Inc.",Public,United States,2007,Active,NASDAQ,122.64,89562.10,6811.00,"5,859.00","1,893.00",2.97,2.78,631.00,"2,341.00","9,639.00",8.81,"2,282.00","16,038.00","3,405.00",25.00,0.00,30.71,36.63,78.29,1.01,40.18
0011GG-E,Boston Scientific Corp.,Public,United States,1979,Active,NYSE,52.53,89275.90,45000.00,"7,714.00",698.00,0.45,0.45,"1,433.34","9,282.00","1,077.00",12.26,"9,262.00","32,469.00",883.00,588.00,0.00,103.77,4.08,3.93,3.02,6.68
0JF71F-E,The Cigna Group,Public,United States,1792,Active,NYSE,310.65,88388.80,71300.00,-,"6,668.00",21.54,21.30,298.68,"31,667.00",-,150.24,"28,560.00","139,908.00","5,977.00","1,295.00",1.35,15.56,14.50,-,-,3.30
05LLMQ-E,"MercadoLibre, Inc.",Public,Uruguay,1999,Active,NASDAQ,1387.79,87275.30,40548.00,"4,955.00",482.00,9.57,9.39,50.26,"5,897.00","5,702.00",36.35,"3,141.00","13,736.00","2,486.00",455.00,0.00,88.39,28.70,3.88,3.84,49.05
05W76S-E,"Zoetis, Inc.",Public,United States,1952,Active,NYSE,162.23,86487.90,13800.00,"5,476.00","2,114.00",4.51,4.49,501.89,"8,133.00","3,581.00",8.78,"6,738.00","14,925.00",715.00,586.00,0.92,32.61,47.25,11.35,2.33,3.91
000KJ3-E,"Fiserv, Inc.",Public,United States,1984,Active,NYSE,119.54,83437.90,41000.00,"9,747.00","2,530.00",3.94,3.90,630.00,"22,170.00",902.00,48.93,"21,578.00","83,869.00","3,277.00","1,479.00",0.00,25.88,8.19,5.35,3.11,9.31
001NWQ-E,KLA Corp.,Public,United States,1997,Active,NASDAQ,499.62,83325.00,15000.00,"6,173.22","3,387.28",24.28,24.15,136.75,"6,063.13","3,243.16",21.35,"6,029.09","14,072.36","2,595.66",341.59,1.07,20.08,156.78,13.35,1.33,13.73
07B5JH-E,"Arista Networks, Inc.",Public,United States,2004,Active,NYSE,212.49,81978.00,3612.00,"2,675.70","1,352.45",4.41,4.27,306.89,63.84,"3,023.73",15.92,43.96,"6,775.41",448.17,44.64,0.00,28.39,30.51,-,0.00,48.62
000D69-E,"Cadence Design Systems, Inc.",Public,United States,1988,Active,NASDAQ,249.54,79480.20,10200.00,"3,171.63",848.95,3.13,3.09,272.68,924.15,882.33,10.07,787.42,"5,137.07","1,118.68",124.22,0.00,52.04,30.95,46.82,0.62,19.19
000X5K-E,"Synopsys, Inc.",Public,United States,1986,Active,NASDAQ,487.94,78900.60,20300.00,"4,458.11","1,229.89",8.08,7.92,152.05,687.80,"1,592.10",40.43,602.11,"10,333.13","1,513.66",191.82,0.00,59.24,21.09,"1,177.11",0.01,15.42
0NT7B4-E,"Apollo Global Management, Inc.",Public,United States,1990,Active,NYSE,85.03,78158.40,2540.00,"11,081.00","-3,259.00",-5.57,-5.57,570.28,"11,265.00","12,816.00",0.70,"11,248.00","259,333.00","5,971.00",0.00,2.51,-,-155.70,-30.53,-,229.00
000WF5-E,The Sherwin-Williams Co.,Public,United States,1866,Active,NYSE,250.91,77818.80,61000.00,"9,314.10","2,020.10",7.83,7.72,258.90,"12,507.90",198.80,11.98,"11,103.90","22,594.00","1,062.20",644.50,1.01,30.76,72.94,7.56,2.61,11.05
0B6B0X-E,"HCA Healthcare, Inc.",Public,United States,1968,Active,NYSE,230.84,77024.80,294000.00,"9,053.00","5,643.00",19.44,19.15,277.38,"40,200.00","1,000.00",-9.98,"39,466.00","52,438.00","3,474.00","4,395.00",0.93,12.53,-,5.21,3.17,2.52
000M15-E,Illinois Tool Works Inc.,Public,United States,1912,Active,NYSE,233.11,76879.40,46000.00,"6,369.00","3,034.00",9.80,9.77,305.00,"7,949.00",708.00,10.12,"6,304.00","15,422.00",394.00,412.00,2.30,22.56,90.39,18.67,1.85,10.22
06ZK05-E,"Workday, Inc.",Public,United States,2005,Active,NASDAQ,218.41,76267.40,17700.00,"4,483.26",-366.75,-1.44,-1.44,259.00,"3,249.08","6,130.32",21.57,"3,157.73","13,486.24","1,297.64",360.25,0.00,-,-7.25,-2.34,23.85,20.42
002QWZ-E,"Equinix, Inc.",Public,United States,1998,Active,NASDAQ,770.76,75359.30,12097.00,"3,089.21",704.35,7.69,7.67,92.62,"16,469.55","2,013.85",124.23,"16,168.75","30,310.74",-333.45,"2,278.00",1.89,85.40,6.29,3.33,12.28,9.44
000WQ5-E,The Southern Co.,Public,United States,1945,Active,NYSE,70.39,75198.20,27700.00,"7,072.00","3,535.00",3.28,3.26,"1,099.00","59,135.00","1,917.00",27.67,"52,044.00","134,891.00","-5,177.00","8,572.00",3.78,21.91,12.07,3.16,5.92,26.09
0RDMGW-E,"KKR & Co., Inc.",Public,United States,1976,Active,NYSE,61.09,74508.90,4500.00,886.28,-841.13,-1.21,-1.21,861.11,"44,371.06","13,385.37",19.29,"43,269.68","277,077.19","4,547.43",85.06,1.31,-,-4.76,-1.57,-,-71.97
0024XW-E,"Waste Management, Inc.",Public,United States,1987,Active,NYSE,168.12,74291.90,49500.00,"5,366.00","2,238.00",5.42,5.39,407.89,"15,508.00",376.00,16.79,"15,030.00","31,843.00",872.00,"2,587.00",1.66,29.09,32.03,8.45,2.68,9.85
06F9DV-E,Duke Energy Corp.,Public,United States,1904,Active,NYSE,90.28,73649.20,27859.00,"7,890.00","3,873.00",3.17,3.17,770.00,"76,222.00",582.00,61.51,"67,937.00","183,345.00","-8,613.00","11,367.00",3.86,32.45,7.85,2.63,6.53,16.84
003BWN-E,"CME Group, Inc.",Public,United States,1898,Active,NASDAQ,208.62,72736.60,3460.00,"4,010.80","2,696.10",7.41,7.40,358.93,"3,947.80","2,821.00",74.89,"3,873.70","174,314.20",332.80,89.70,5.05,22.73,9.93,18.54,1.04,7.03
0D819X-E,"Intercontinental Exchange, Inc.",Public,United States,2000,Active,NYSE,107.91,72375.40,8911.00,"6,302.00","1,446.00",2.59,2.58,559.00,"18,441.00","7,948.00",40.62,"18,372.00","194,338.00","2,476.00",482.00,1.48,39.80,6.37,6.12,3.77,-9.55
000TCH-E,"Altria Group, Inc.",Public,United States,1919,Active,NYSE,40.67,71329.70,6300.00,"14,246.00","5,751.00",3.19,3.19,"1,785.53","26,680.00","4,045.00",-2.23,"25,124.00","36,954.00","1,452.00",205.00,8.05,14.34,-,10.71,2.17,-2.00
00GMSP-E,"PayPal Holdings, Inc.",Public,United States,1998,Active,NASDAQ,56.10,70963.20,29900.00,"12,798.00","2,419.00",2.10,2.09,"1,136.00","11,555.00","10,868.00",17.85,"10,986.00","78,717.00","5,107.00",706.00,0.00,34.09,11.52,11.78,2.21,5.85
0034R9-E,Northrop Grumman Corp.,Public,United States,1939,Active,NYSE,470.58,70945.10,95000.00,"7,474.00","4,896.00",31.61,31.47,153.16,"15,000.00","2,577.00",99.98,"13,629.00","43,755.00",414.00,"1,435.00",1.24,17.34,34.68,7.12,2.61,2.62
0015N4-E,Schlumberger NV,Public,United States,1926,Active,NYSE,56.87,70908.80,-,"6,563.00","4,203.00",2.95,2.91,"1,427.00","11,965.00","3,989.00",14.97,"10,842.00","47,957.00",-,-,1.92,17.88,21.53,10.91,1.53,17.59
000HSZ-E,Moody's Corp.,Public,United States,1909,Active,NYSE,331.42,70791.70,14426.00,"3,524.00","1,374.00",7.47,7.44,183.20,"7,863.00","1,859.00",13.75,"7,757.00","14,349.00",695.00,283.00,1.00,37.45,52.38,9.25,3.17,-12.06
00DL89-E,"CrowdStrike Holdings, Inc.",Public,United States,2011,Active,NASDAQ,188.24,69775.50,7273.00,"1,637.35",-183.25,-0.79,-0.79,235.78,783.62,"2,705.37",6.21,770.57,"5,026.54",676.89,266.44,0.00,-,-14.72,-7.40,-,54.40
001YRD-E,"Marriott International, Inc.",Public,United States,1927,Active,NASDAQ,191.30,68626.80,377000.00,"4,531.00","2,358.00",7.27,7.24,310.60,"11,204.00",507.00,1.83,"10,414.00","24,815.00","1,710.00",332.00,0.67,20.57,237.94,9.03,2.56,49.91
000CPS-E,"Becton, Dickinson & Co.",Public,United States,1897,Active,NYSE,258.91,68300.10,73000.00,"8,170.00","1,530.00",4.97,4.94,290.39,"16,410.00","1,489.00",88.84,"15,152.00","52,780.00","1,001.00",874.00,1.41,52.36,5.99,4.37,3.64,2.66
000FFC-E,CSX Corp.,Public,United States,1827,Active,NASDAQ,30.40,68275.30,22500.00,"5,928.00","4,166.00",1.95,1.95,"2,066.00","18,604.00","2,087.00",6.11,"18,384.00","42,570.00","2,634.00","2,133.00",1.29,15.92,31.92,7.80,2.48,18.62
000KYC-E,General Dynamics Corp.,Public,United States,1952,Active,NYSE,243.21,68044.10,106500.00,"6,622.00","3,390.00",12.31,12.19,274.41,"12,114.00","1,242.00",67.66,"10,573.00","51,585.00","2,096.00","1,114.00",2.03,20.36,18.72,10.77,2.06,2.44
000DXS-E,Colgate-Palmolive Co.,Public,United States,1806,Active,NYSE,74.82,66182.60,33800.00,"10,150.00","1,785.00",2.13,2.13,830.21,"9,271.00",950.00,0.48,"9,138.00","15,731.00",304.00,696.00,2.36,37.03,353.47,20.84,2.12,3.13
001R78-E,U.S. Bancorp,Public,United States,1929,Active,NYSE,35.49,65410.00,-,-,"5,429.00",3.27,3.27,"1,558.00","66,759.00",-,31.13,"51,480.00","663,491.00",-,-,4.46,13.24,10.24,-,-,48.25
000PM1-E,McKesson Corp.,Public,United States,1833,Active,NYSE,452.76,64481.80,51000.00,"11,869.00","3,563.00",25.23,25.04,136.00,"7,295.00","4,679.00",-13.65,"6,028.00","62,320.00","4,477.00",558.00,0.59,14.22,-,17.96,1.05,4.83
002M9F-E,"EOG Resources, Inc.",Public,United States,1985,Active,NYSE,128.16,64245.60,2850.00,"16,205.00","7,759.00",13.31,13.22,587.70,"5,958.00","5,972.00",42.16,"4,379.00","41,371.00",945.00,"5,000.00",6.85,9.80,33.05,65.35,0.28,49.72
005RBG-E,"Chipotle Mexican Grill, Inc.",Public,United States,1993,Active,NYSE,2040.53,64072.40,104958.00,"1,775.29",899.10,32.28,32.04,27.63,"3,731.41",899.14,85.71,"3,495.16","7,990.45",844.02,479.16,0.00,43.31,38.54,-,0.00,14.41
002RXT-E,Target Corp.,Public,United States,1902,Active,NYSE,112.85,63774.00,440000.00,"24,506.00","2,780.00",6.02,5.98,460.35,"20,673.00","2,229.00",24.40,"18,647.00","53,335.00","-3,346.00","5,528.00",2.46,28.17,23.11,8.12,2.68,2.94
0DYJ1L-E,"Snowflake, Inc.",Public,United States,2012,Active,NYSE,149.99,63594.40,5884.00,"1,314.06",-796.71,-2.50,-2.50,323.31,251.66,"4,007.87",16.88,224.36,"7,722.32",496.50,49.84,0.00,-,-15.17,-,-,69.41
0TT8NS-E,Atlassian Corp.,Public,United States,2002,Active,NASDAQ,176.90,62950.10,10726.00,"2,901.63",-486.76,-1.90,-1.90,257.57,"1,282.36","2,131.92",2.54,"1,199.93","4,106.78",842.46,25.81,0.00,-,-98.31,-4.45,-,26.11
0010TD-E,Southern Copper Corp.,Public,United States,1952,Active,NYSE,74.26,62691.60,15018.00,"4,560.80","2,638.50",3.41,3.41,773.10,"7,102.60","2,278.00",10.46,"7,025.30","17,277.40",-851.80,948.50,5.80,17.69,32.51,11.46,1.19,-8.10
0D7CFN-E,Aon Plc,Public,Ireland,2017,Active,NYSE,323.28,62383.30,50000.00,"11,421.00","2,589.00",12.23,12.14,205.40,"11,677.00","1,142.00",-2.58,"10,546.00","32,704.00","2,560.00",196.00,0.73,24.72,973.31,9.19,2.71,2.75
001TR0-E,FedEx Corp.,Public,United States,1971,Active,NYSE,247.14,61606.10,536000.00,"19,166.00","3,966.00",15.61,15.49,251.19,"38,332.00","6,856.00",103.86,"35,816.00","87,143.00","1,497.00","6,174.00",2.11,14.07,15.54,6.92,2.16,-3.59
0N67X5-E,"Marvell Technology, Inc.",Public,United States,1995,Active,NASDAQ,51.36,61448.70,7448.00,"2,987.50",-163.50,-0.19,-0.19,856.10,"5,123.60",911.00,18.27,"4,376.30","22,522.10",878.20,217.30,0.54,-,-1.04,2.11,2.78,32.66
06B3CZ-E,"lululemon athletica, Inc.",Public,Canada,1998,Active,NASDAQ,407.93,61079.00,34000.00,"4,483.59",854.80,6.70,6.68,127.32,"1,070.33","1,154.87",24.73,862.36,"5,607.04",303.90,638.66,0.00,46.55,29.03,-,0.00,29.63
0BCNPT-E,"O'Reilly Automotive, Inc.",Public,United States,1957,Active,NASDAQ,952.84,60824.70,87745.00,"7,038.11","2,172.65",33.75,33.44,62.35,"6,545.03",108.58,-17.01,"6,178.31","13,323.65","2,584.91",563.34,0.00,25.24,-,18.15,1.32,8.12
000DRP-E,Cintas Corp.,Public,United States,1968,Active,NASDAQ,518.45,60726.30,44500.00,"4,173.37","1,342.55",13.21,12.99,101.73,"2,668.39",124.15,37.98,"2,624.68","8,828.88",816.79,331.11,0.97,36.36,37.44,15.10,1.12,12.24
000T4W-E,Parker-Hannifin Corp.,Public,United States,1918,Active,NYSE,401.19,60431.30,62730.00,"6,459.77","2,082.94",16.23,16.04,128.43,"12,797.43",483.57,80.41,"8,983.73","29,964.47","1,895.13",380.75,1.40,24.31,21.73,5.61,3.11,20.20
000TJ9-E,"The PNC Financial Services Group, Inc.",Public,United States,1983,Active,NYSE,123.21,60065.80,56411.00,-,"5,578.00",12.85,12.78,398.03,"72,737.00",-,128.40,"72,737.00","561,580.00",-,-,3.94,12.11,11.52,-,-,38.88
000Q29-E,3M Co.,Public,United States,1902,Active,NYSE,93.86,59517.70,92000.00,"14,966.00","5,777.00",10.21,10.18,549.25,"16,866.00","3,893.00",26.80,"14,656.00","46,455.00",473.00,"1,749.00",4.97,11.78,38.81,8.18,2.71,-3.18
00GLC1-E,Monster Beverage Corp.,Public,United States,1990,Active,NASDAQ,55.56,59492.40,5296.00,"3,174.57","1,191.62",1.13,1.12,"1,044.60",45.93,"2,669.46",6.73,29.63,"8,366.02",698.97,238.50,0.00,45.43,17.53,-,0.01,13.89
0GGD8K-E,"Dell Technologies, Inc.",Public,United States,1984,Active,NYSE,69.51,59198.10,133000.00,"21,533.00","2,442.00",3.33,3.24,716.00,"30,478.00","8,879.00",-4.36,"23,645.00","89,611.00",-402.00,"3,003.00",3.13,13.02,-,4.59,3.37,0.52
000VKM-E,"Roper Technologies, Inc.",Public,United States,1981,Active,NASDAQ,502.54,58590.80,15800.00,"3,752.80",985.60,11.22,11.13,106.10,"6,872.30",792.80,151.16,"6,126.70","26,980.80",432.20,70.30,0.59,38.83,7.14,7.92,3.06,11.13
067V99-E,"TransDigm Group, Inc.",Public,United States,1993,Active,NYSE,882.08,58474.20,15500.00,"3,751.00","1,260.00",22.03,22.03,55.31,"19,817.00","3,472.00",-35.87,"19,381.00","19,970.00","1,198.00",139.00,0.00,38.28,-,2.45,6.07,21.11
000C3J-E,Amphenol Corp.,Public,United States,1932,Active,NYSE,84.77,58401.00,91000.00,"4,028.20","1,902.30",3.19,3.06,594.80,"4,871.40","1,434.20",11.79,"4,783.50","15,326.20","1,313.40",383.80,1.06,24.86,28.57,20.31,1.53,16.06
003K8X-E,Enterprise Products Partners LP,Public,United States,1998,Active,NYSE,26.64,58293.30,7300.00,"6,467.00","5,444.00",2.50,2.47,"2,170.81","28,745.00",675.00,12.26,"26,941.00","68,112.00","2,078.00","1,964.00",7.79,9.75,20.96,4.73,3.43,39.46
0BDGY2-E,Marathon Petroleum Corp.,Public,United States,1887,Active,NYSE,150.78,58086.00,17800.00,"22,550.00","14,436.00",28.34,28.12,454.00,"27,909.00","11,770.00",61.05,"26,475.00","89,904.00","12,662.00","2,420.00",2.14,4.14,53.55,14.98,1.16,48.12
000BN8-E,"Air Products & Chemicals, Inc.",Public,United States,1940,Active,NYSE,293.20,57921.50,23000.00,"3,771.30","2,292.80",10.31,10.30,222.20,"11,031.60","1,949.20",64.41,"10,062.40","32,002.50","-2,917.30","4,626.40",2.42,27.53,16.70,9.42,2.53,-0.79
000HXM-E,"Ecolab, Inc.",Public,United States,1923,Active,NYSE,174.77,56990.90,47000.00,"5,420.30","1,091.70",3.83,3.81,284.45,"9,026.50",598.60,25.44,"8,413.10","21,464.30",472.80,712.80,1.42,38.21,15.10,6.10,3.37,11.42
0C7248-E,Phillips 66,Public,United States,1875,Active,NYSE,116.79,56793.90,13000.00,"12,771.00","11,014.00",23.36,23.27,465.84,"18,217.00","6,133.00",63.31,"17,406.00","76,442.00","6,826.00","2,194.00",3.68,4.47,45.27,15.45,1.47,51.97
000M41-E,Trane Technologies Plc,Public,Ireland,2009,Active,NYSE,218.00,56643.50,39000.00,"4,975.10","1,778.00",7.55,7.48,228.83,"5,305.60","1,220.50",26.61,"4,101.80","18,081.60",592.00,291.80,1.59,22.48,28.81,10.93,1.75,13.12
06VFG3-E,NXP Semiconductors NV,Public,Netherlands,2006,Active,NASDAQ,181.55,56285.10,34500.00,"7,005.00","2,787.00",10.64,10.55,259.46,"11,422.00","3,845.00",28.71,"11,367.00","23,907.00","2,012.00","1,227.00",2.14,14.85,39.88,8.87,2.22,19.36
000KS2-E,"Freeport-McMoRan, Inc.",Public,United States,1987,Active,NYSE,35.15,55595.40,25600.00,"8,093.00","3,461.00",2.40,2.39,"1,430.00","10,952.00","8,257.00",10.88,"9,877.00","51,093.00",804.00,"3,469.00",0.79,15.93,23.44,10.64,1.11,4.37
05HGDN-E,CRH Plc,Public,Ireland,1949,Active,NYSE,56.88,55140.00,75800.00,"10,547.00","2,657.00",5.07,5.03,744.29,"10,955.00","5,936.00",29.14,"9,204.00","45,188.00","1,615.00","1,523.00",3.19,7.84,12.68,10.63,1.94,12.04
068SR5-E,"Charter Communications, Inc.",Public,United States,1993,Active,NASDAQ,420.11,54893.10,101700.00,"23,424.00","5,055.00",31.30,30.74,152.65,"98,981.00",645.00,59.74,"97,176.00","145,370.00","5,549.00","9,376.00",0.00,11.03,43.64,2.69,4.62,4.53
0BC4VB-E,"Motorola Solutions, Inc.",Public,United States,1928,Active,NYSE,299.42,54152.00,20000.00,"3,990.00","1,363.00",8.14,7.93,167.50,"6,551.00","1,325.00",0.69,"6,432.00","12,814.00","1,037.00",256.00,1.26,32.50,"3,586.84",7.45,2.63,11.52
000J0M-E,Emerson Electric Co.,Public,United States,1890,Active,NYSE,91.97,54108.20,67000.00,"6,902.00","2,146.00",-0.30,-0.30,572.00,"8,705.00","8,051.00",36.17,"8,014.00","42,746.00",-924.00,363.00,2.15,-,13.82,10.41,2.17,9.87
000CFP-E,"Autodesk, Inc.",Public,United States,1982,Active,NASDAQ,203.98,53187.80,13700.00,"4,428.00",823.00,3.81,3.78,215.00,"2,666.00","2,072.00",5.33,"2,581.00","9,438.00","2,031.00",46.00,0.00,56.99,82.54,13.97,2.00,12.43
0022QP-E,"Republic Services, Inc.",Public,United States,1996,Active,NYSE,153.45,53073.00,40000.00,"3,865.10","1,487.59",4.70,4.69,316.10,"12,081.40",143.40,30.64,"11,567.50","29,052.90","1,143.10","1,454.00",1.48,27.49,15.94,6.16,3.06,19.62
000RD2-E,Norfolk Southern Corp.,Public,United States,1980,Active,NYSE,194.56,52927.10,19300.00,"4,733.00","3,268.00",13.92,13.88,228.08,"16,126.00",456.00,55.83,"15,329.00","39,217.00","1,107.00","1,948.00",2.01,17.76,24.78,6.69,2.64,14.39
000LS9-E,"D.R. Horton, Inc.",Public,United States,1978,Active,NYSE,118.86,51743.50,13450.00,"9,350.40","4,745.70",13.93,13.82,334.85,"5,142.60","3,900.10",67.78,"4,845.00","32,879.20","3,814.30",148.60,0.93,7.77,22.55,30.67,0.80,5.92
000KW7-E,Arthur J. Gallagher & Co.,Public,United States,1927,Active,NYSE,242.33,51554.80,44000.00,"7,784.60","1,114.20",5.30,5.19,211.90,"6,415.10","4,964.20",43.15,"5,863.20","38,907.80","1,513.20",182.70,1.08,36.33,12.62,6.44,2.71,4.34
00101M-E,Public Storage,Public,United States,1972,Active,NYSE,253.26,51330.00,5900.00,"2,259.95","4,349.15",23.64,23.50,175.27,"6,870.83",775.25,32.66,"6,862.56","17,552.31","-1,237.92",459.77,2.86,11.92,44.82,15.12,2.28,22.43
002PV7-E,"MetLife, Inc.",Public,United States,1868,Active,NYSE,61.76,50991.70,45000.00,-,"2,539.00",2.93,2.91,779.10,"18,696.00",-,34.71,"18,521.00","666,611.00","9,750.00",0.00,2.74,24.87,5.37,-,-,0.31
001P2P-E,Pioneer Natural Resources Co.,Public,United States,1997,Active,NYSE,243.69,50656.50,2076.00,"10,676.00","7,830.00",32.63,31.10,236.04,"5,766.00","1,204.00",95.50,"4,862.00","36,373.00","1,046.00","4,033.00",11.14,7.34,34.51,80.80,0.42,36.45
000T0D-E,"PACCAR, Inc.",Public,United States,1905,Active,NASDAQ,86.80,50351.30,31100.00,"4,744.70","3,011.60",5.76,5.75,522.00,"11,517.10","6,305.10",25.22,"5,969.00","33,275.50",631.80,"1,390.50",1.44,11.47,24.33,-,2.56,22.52
0LQPQD-E,Truist Financial Corp.,Public,United States,1872,Active,NYSE,31.19,49972.60,-,-,"-1,091.00",-1.09,-1.09,"1,331.98","63,746.00",-,39.36,"38,918.00","535,349.00",-,-,5.63,-,-1.82,-,-,30.05
0RSYG6-E,"Welltower, Inc.",Public,United States,1970,Active,NYSE,88.45,49729.20,514.00,991.48,141.21,0.27,0.27,490.51,"14,963.91",722.29,41.38,"14,243.74","37,893.23",-271.76,476.02,3.72,243.23,0.74,1.46,6.79,23.65
000SSF-E,Occidental Petroleum Corp.,Public,United States,1920,Active,NYSE,63.01,49513.10,11973.00,"17,048.00","13,221.00",13.41,12.40,899.86,"20,765.00","1,010.00",22.58,"20,327.00","74,756.00","11,129.00","4,497.00",0.83,5.08,52.45,12.09,0.98,39.64
000LV7-E,"Humana, Inc.",Public,United States,1961,Active,NYSE,477.01,49432.80,67100.00,-,"2,806.00",22.20,22.08,124.97,"11,753.00",-,122.51,"9,490.00","43,725.00","3,075.00","1,120.00",0.62,23.20,17.88,-,-,11.09
000BMH-E,"Aflac, Inc.",Public,United States,1955,Active,NYSE,82.23,49304.10,12882.00,-,"4,201.00",6.62,6.59,615.26,"7,470.00",-,36.35,"7,415.00","135,379.00","2,900.00",0.00,2.22,10.92,15.11,-,-,-11.78
05SVG4-E,"DexCom, Inc.",Public,United States,1999,Active,NASDAQ,97.46,49181.50,7600.00,"1,875.60",341.20,0.88,0.80,386.30,"2,145.00","2,456.20",5.52,"1,351.90","5,391.70",304.70,364.80,0.00,141.89,16.35,21.03,3.71,18.84
000DB4-E,Capital One Financial Corp.,Public,United States,1994,Active,NYSE,106.32,48740.80,55943.00,-,"7,272.00",17.98,17.91,381.32,"50,173.00",-,137.90,"43,687.00","455,249.00","10,840.00",934.00,2.58,5.19,12.80,-,-,19.54
0801VG-E,General Motors Co.,Public,United States,1908,Active,NYSE,29.77,48630.20,167000.00,"30,781.00","9,934.00",6.17,6.13,"1,400.00","115,913.00","33,659.00",48.42,"76,888.00","264,037.00","-5,541.00","21,187.00",0.54,5.49,15.58,10.45,5.31,23.41
000PZP-E,"Microchip Technology, Inc.",Public,United States,1989,Active,NASDAQ,76.43,48391.10,22600.00,"4,960.00","2,237.70",4.07,4.02,545.46,"6,600.00",234.00,11.94,"5,170.30","16,370.30","2,439.50",600.40,1.51,20.87,36.07,15.26,1.57,23.72
000WV4-E,"The Travelers Cos., Inc.",Public,United States,1853,Active,NYSE,168.41,48345.20,-,-,"2,991.00",13.02,12.88,228.20,"8,031.00",-,109.21,"7,931.00","116,685.00",-,-,2.06,14.79,12.87,-,-,12.15
000BZV-E,"American International Group, Inc.",Public,United States,1919,Active,NYSE,63.74,48321.40,26200.00,-,"10,277.00",13.16,13.00,734.13,"28,379.00",-,53.83,"26,236.00","455,041.00","3,196.00",0.00,2.02,4.86,19.40,-,-,8.41
00FPNC-E,"Hilton Worldwide Holdings, Inc.",Public,United States,1925,Active,NYSE,156.81,48051.70,159000.00,"2,536.00","1,255.00",4.56,4.53,267.86,"9,691.00","1,286.00",-4.11,"9,540.00","15,512.00","1,519.00",102.00,0.36,27.89,-,5.05,1.19,51.57
0011SR-E,"AutoZone, Inc.",Public,United States,1979,Active,NYSE,2574.54,47491.20,119000.00,"9,070.42","2,528.43",136.60,132.36,17.86,"11,130.47",316.69,-243.60,"10,786.30","15,985.88","2,144.13",796.66,0.00,18.54,-,10.95,2.00,7.41
0M0BWX-E,Carrier Global Corp.,Public,United States,1915,Active,NYSE,50.53,46885.90,52000.00,"5,473.00","3,534.00",4.19,4.10,834.66,"9,371.00","3,527.00",9.29,"9,231.00","26,086.00",881.00,353.00,1.54,10.05,48.66,14.19,1.90,-0.93
